0.0500	0.9614
0.1000	0.9214
0.1500	0.8828
0.2000	0.8721
0.2500	0.8415
0.3000	0.8046
0.3500	0.7817
0.4000	0.7601
0.4500	0.6964
0.5000	0.6400
0.5500	0.5718
0.6000	0.4685
0.6500	0.4588
0.7000	0.4454
0.7500	0.4373
0.8000	0.4236
0.8500	0.3830
0.9000	0.3709
0.9500	0.3390
1.0000	0.2266
