0.0500	0.9767
0.1000	0.9416
0.1500	0.9002
0.2000	0.8897
0.2500	0.8617
0.3000	0.8352
0.3500	0.8180
0.4000	0.8087
0.4500	0.7854
0.5000	0.7690
0.5500	0.7469
0.6000	0.7176
0.6500	0.7080
0.7000	0.6752
0.7500	0.6636
0.8000	0.6403
0.8500	0.6029
0.9000	0.5676
0.9500	0.5023
1.0000	0.4030
